,p2_age,p2_hand,p2_ht,p2_id,p2_ioc,p2_rank_points,match_num,round,surface,tourney_level,tourney_name,p1_age,p1_hand,p1_ht,p1_id,p1_ioc,p1_rank_points,p1_won,tourney_month,p1_is_seed_player,p2_is_seed_player,p1_new_rank,p2_new_rank
0,0.9046197826358491,L,0.20463155557745424,104269,ESP,-0.2335456869634974,-1.5580521434121597,R64,Hard,M,Cincinnati Masters,0.5767389505450075,R,0.2156288196455054,104542,FRA,0.09777874297720894,0,0.9127646956444884,-0.715611102978637,-0.7097795103656924,Top 30,Top 30-100
1,0.7287079541865619,R,-0.5465527588461114,104571,CYP,-0.19899815350860828,0.7492184287460337,R32,Grass,A,Stuttgart,-0.3752666831055443,R,-4.275466579535307e-15,105526,GER,-0.4262468870911733,1,0.24199080731640935,-0.715611102978637,-0.7097795103656924,Top 30-100,Top 30-100
2,-0.36735805384361037,L,-0.5465527588461114,105385,USA,-0.3743933233565068,-0.5861249793162174,R16,Hard,G,US Open,0.5993519109642608,R,-0.536519215293175,104527,SUI,2.2386472718495445,1,0.9127646956444884,1.3974070494960622,-0.7097795103656924,Top 30,Top 30-100
3,0.21901470765401304,L,-0.24607903307668516,104745,ESP,2.2910817578168605,-1.3636667105929712,QF,Clay,A,Rio de Janeiro,0.3053834255139713,R,-0.9878080362563832,104655,URU,-0.0064997241117756704,0,-1.099556969339749,1.3974070494960622,1.4088882327481955,Top 30,Top 30
4,-0.06289527383522882,R,0.5051052813468805,104997,NED,-0.4668744129126715,-1.4735367378385995,R32,Hard,A,Zagreb,0.5812615426288588,R,-0.23566000131770284,104433,CAN,-0.5968843786913299,0,-1.099556969339749,-0.715611102978637,-0.7097795103656924,Under 100,Top 30-100
5,0.814408588559292,R,0.9558158700010199,104678,SRB,-0.23088818439004438,0.875991537106374,R16,Grass,A,Queen's Club,0.02950530839908467,L,-0.536519215293175,105385,USA,-0.32354839677626424,1,0.24199080731640935,-0.715611102978637,-0.7097795103656924,Top 30-100,Top 30-100
6,0.2686308643961194,L,-0.24607903307668516,104745,ESP,1.8897988692254561,-1.270699764462055,R32,Clay,M,Rome Masters,0.02950530839908467,R,0.5164880336209776,104947,TUR,-0.4567931047233001,0,-0.09339613684763018,-0.715611102978637,1.4088882327481955,Top 30-100,Top 30
7,-1.8400557971434102,R,0.0,122330,RUS,-0.6199465611435648,-0.6706403848897776,R128,Hard,G,Australian Open,-1.1034040086054924,R,-0.23566000131770284,106298,FRA,0.3537349803774439,0,-1.4349439135037882,1.3974070494960622,-0.7097795103656924,Top 30,Under 100
8,-0.6199493972579713,R,0.9558158700010199,105577,CAN,-0.2999832512998226,-1.4397305756091754,R64,Grass,A,Nottingham,0.31895120176552366,R,0.5164880336209776,104719,ESP,-0.3920140569862036,1,0.24199080731640935,-0.715611102978637,-0.7097795103656924,Top 30-100,Top 30-100
9,-0.4440375688086841,R,0.0,106110,SVK,-0.6257930668051614,0.7154122665166096,R32,Hard,A,Moscow,0.11543455799224595,R,-0.9878080362563832,105583,SRB,-0.26824920968362087,1,1.5835385839725675,-0.715611102978637,-0.7097795103656924,Top 30-100,Under 100
10,0.04535815905664015,R,0.5051052813468805,104868,GBR,-0.47590992166241175,-1.5411490622974475,R128,Hard,G,Australian Open,0.7689491141086585,L,0.2156288196455054,104269,ESP,-0.1708173086156302,1,-1.4349439135037882,1.3974070494960622,-0.7097795103656924,Top 30-100,Under 100
